 Fill the vacancies , lammps data file , by fortran
         356 atoms
           1  atom types
  -22.935500637699999        82.935500637700002       xlo xhi
  -54.839663411200000        54.839663411200000       ylo yhi
  -43.997945384600001        63.997945384600001       zlo zhi

Atoms

     289   1          58.40510000         54.76100000        -37.17270000
     310   1          38.90290000         54.74800000         18.99690000
     317   1          41.84460000         54.66930000         19.01580000
     537   1          32.99500000        -54.71150000         18.90190000
     542   1          35.94890000        -54.83150000         18.95930000
     618   1          35.89460000         54.82930000         21.80430000
     621   1          38.83820000         54.74240000         21.83760000
     624   1          41.77370000         54.67060000         21.85880000
     653   1          58.37390000        -54.74930000        -31.29750000
     654   1          58.40000000        -54.83300000        -34.23050000
     719   1          55.41400000         54.78050000        -31.32630000
     804   1          32.95010000        -54.74870000         21.75740000
    1248   1          19.23890000        -17.46000000         30.69260000
    1251   1          22.14520000        -17.47840000         30.68530000
    1306   1         -22.73120000        -30.60330000         40.33390000
    1470   1          20.52870000        -13.23540000         35.18510000
    1473   1          23.43880000        -13.24340000         35.22270000
    1543   1         -22.83120000        -33.43460000         43.22080000
    1549   1         -22.83120000        -30.56090000         43.19740000
    1625   1          20.39270000        -16.02250000         38.14620000
    1628   1          23.29640000        -16.04370000         38.16500000
    1683   1         -22.92720000        -36.27500000         46.10850000
    1809   1         -22.92340000        -30.53360000         46.06870000
    1810   1         -22.92710000        -33.40350000         46.08990000
    2616   1          82.78060000         21.12020000         51.95650000
    2619   1          82.83780000         23.97990000         52.03740000
    2781   1          46.41210000        -54.69030000         -2.50807000
    2784   1          43.53530000        -54.80060000         -2.50094000
    2789   1          43.50790000        -54.78760000          0.37572000
    2794   1          46.38460000        -54.66100000          0.35736100
    2810   1          82.90680000         26.82160000         52.12410000
    2970   1          82.75730000         23.94360000         54.90590000
    2985   1          29.09340000         54.59970000         -2.71339000
    3135   1          82.84080000         26.77280000         55.00860000
    3196   1          31.99580000         54.63300000         -2.65567000
    3203   1          31.96720000         54.61030000          0.21161300
    3206   1          34.89250000         54.67390000         -2.60055000
    3216   1          34.86910000         54.65520000          0.27419800
    3222   1          37.78070000         54.72560000         -2.55254000
    3226   1          37.76000000         54.71360000          0.33045800
    3233   1          40.66040000         54.79250000         -2.51755000
    3241   1          40.63690000         54.79070000          0.36971600
    3289   1          29.06010000         54.57560000          0.14869700
    3340   1          82.85340000        -36.25390000         48.97910000
    3358   1          82.93090000         29.57930000         55.10910000
    3408   1          82.87600000         29.49980000         58.01150000
    3497   1          82.85880000        -33.38940000         48.95990000
    3501   1          82.86320000        -30.52010000         48.94030000
    3562   1          31.11910000        -10.54280000         63.89520000
    3572   1          33.91380000        -10.63980000         63.96570000
    3601   1          82.73570000         18.24710000         51.88510000
    3632   1          31.92830000         54.55690000          3.06177000
    3721   1          82.77700000        -36.25110000         51.84480000
    3753   1          31.21990000         -7.57257000         63.90840000
    3758   1          33.96120000         -7.71986000         63.98230000
    3956   1         -14.10670000         28.81420000        -43.87170000
    3971   1         -11.18550000         28.79130000        -43.83100000
    3983   1          -8.26979000         28.78050000        -43.79520000
    3985   1          82.78150000        -33.38740000         51.82720000
    3989   1          -5.35428000         28.77320000        -43.75740000
    4001   1         -22.88960000         29.64760000         52.21140000
    4007   1         -22.82430000         32.47710000         52.28660000
    4042   1          82.69190000         21.08670000         54.81040000
    4485   1          54.77100000         10.83630000        -43.94220000
    4501   1         -22.87140000         32.39970000         55.18820000
    4510   1          80.10340000         40.69490000         63.97540000
    4548   1          82.70690000        -33.39570000         54.69090000
    4552   1          82.77580000        -39.10320000         51.85960000
    4589   1          48.87360000         13.61080000         63.88240000
    4596   1          51.82250000         13.66280000         63.98970000
    4725   1          21.95317500        -20.41955000         33.63125000
    4726   1          -7.62588250         18.35052500         12.21383750
    4728   1          45.00925000        -36.68428333         63.81029385
    4729   1          23.42025000        -18.98645000         35.20020000
    4731   1          19.11937500        -14.62330000         33.72627500
    4733   1          17.52195000        -19.02095000         35.08605000
    4734   1           0.51199200         -0.25671000        -23.21200000
    4736   1          -5.17652500         22.94490000        -43.69182500
    4739   1          -1.04788900          4.09924000        -19.03932500
    4741   1          19.04545000        -20.39212500         33.62690000
    4743   1         -20.00827500         31.84855000        -43.95526808
    4748   1          82.90012077         31.99354000         63.96673815
    4750   1          31.45285000         -1.62461950         63.83034538
    4751   1          74.19887500         43.92000000         63.66810000
    4752   1          -7.63313750         21.28082500         12.20814250
    4754   1          56.30976667        -36.13333333        -15.93960000
    4756   1          20.47960000        -18.98040000         35.18550000
    4758   1          23.56950000        -15.99652500         32.11325000
    4759   1          -7.56926500         18.36780000          9.31850250
    4763   1         -15.13246667         21.32913333        -42.20110000
    4766   1          60.90887143        -23.55478571        -43.87395187
    4771   1          44.99135000        -39.59441667         63.81539385
    4773   1          52.90907500         -6.22866500         49.22815000
    4776   1          82.82095064         29.20370000         63.87765000
    4778   1          17.66320000        -18.95037500         32.13750000
    4782   1          -5.30878000         25.86398333        -43.76323026
    4783   1          31.37491667         -4.56061000         63.88729538
    4785   1           0.34942760          2.59686050        -17.63325500
    4787   1          82.04097500        -43.89527500         42.15440000
    4788   1          -7.58830000         21.26293333          9.34596000
    4790   1         -17.86236667         21.06683333        -42.01940308
    4791   1          18.99641667        -14.60708333         36.64481667
    4793   1          59.94702500         -7.57113500         48.31520000
    4797   1          -8.21934667         25.86233333        -43.79596359
    4799   1         -13.39645000         21.24742500          9.26648750
    4802   1         -10.58028000         18.35940000         12.15952500
    4803   1          21.86635000        -17.56995000         36.77540000
    4804   1          48.91290000         10.74180000         63.86180000
    4805   1           0.48235733          2.63542667        -20.48103333
    4806   1         -22.81440000         35.23200000         55.25350000
    4809   1           6.29571333         31.63480000         61.53444256
    4810   1          60.13852500        -16.28560000         48.37772500
    4812   1          43.46527500         40.15275000         -2.61961075
    4813   1          45.06606667        -33.76031667         63.80866051
    4816   1          60.92195000        -26.43720000        -43.83109538
    4817   1          -6.16929750         19.82400000         10.77948000
    4818   1          79.03697500         35.56875000        -33.54890000
    4819   1          51.84810000         10.79700000         63.96220000
    4821   1         -22.93125064         34.83540000        -43.98889385
    4823   1          18.92252500        -17.55150000         36.70382500
    4824   1          24.82742000        -14.64148000         36.68782000
    4825   1          -2.43593845          2.59576080        -20.42423500
    4826   1         -10.48797333         18.38443333          9.30271000
    4828   1          46.33593333        -54.60945894          3.21283950
    4831   1         -12.00653333         19.78506667         10.72559333
    4832   1          21.91875000        -14.60653333         36.67896667
    4835   1          38.96681250         54.74770091         16.18068750
    4837   1          82.76046709         26.73150000         57.88996667
    4838   1          -3.96001000          1.08294950        -19.01925000
    4839   1           1.93885100         -1.74074850        -21.77672500
    4841   1          22.02917500        -14.63960000         33.75372500
